WasEditedForGame,Key:AttackName,Category,ElementType,Frequency,Range,AttackCategory,NumOfTargets,NumOfTurns,AC,Damage,AttackEffects,ExtraAffectType,ExtraAffectResult,LengthOfExtraAffect,AccuracyCheckBonus,AccuracyBonusType,AccuracyBonusResult,LengthOfBonusAffect,FullRangeDescription,ContestStats,ContributedBy
0,Steel Wing,Physical,Steel,At-Will,Melee, Pass, 1 Target,,3,3d8+10,Raise the user''s Defense 1 Combat Stage on 15-20 during Accuracy Check,,,,,,,,"Melee, 1 Target, Pass, Spirit Surge",Cool - 3d4 - No Effect,
0,Aqua Tail,Physical,Water,Battle,Melee, Pass, 1 Target,,4,3d12+14,-,,,,,,,,"Melee, 1 Target, Pass",Cute - 3d4 - No Effect,
0,Razor Shell,Physical,Water,EOT,Melee, Pass, 1 Target,,3,3d10+12,Razor Shell lowers the Target’s Defense 1 Combat Stage on 11-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target, Pass",Cool - 3d4 - No Effect,
0,Pursuit,Physical,Dark,EOT,Melee, Interrupt, 1 Target,,2,1d12+6,"If the foe is fleeing or being switched out, Pursuit may be used as an Interrupt. While being used as an Interrupt, Pursuit may shift the user adjacent to the fleeing foe, up to 25 meters, ignoring Speed Capabilities, and attack them before they escape or are switched out dealing 3d10+12 instead for Damage Dice Roll.",,,,,,,,"Melee, 1 Target, Interrupt",Smart - 1d4 - Good Show!,
0,Sucker Punch,Physical,Dark,Battle,Melee, Interrupt, 1 Target,,2,3d10+12,"If something is targeting the user with a damaging Attack - Melee Move, you may use Sucker Punch on the offender as an Interrupt.",,,,,,,,"Melee, 1 Target, Interrupt",Smart - 2d4 - Quick Set,
0,Mach Punch,Physical,Fighting,At-Will,Melee, Interrupt, 1 Target,,2,1d12+6,"If a foe wants to declare a Move, you may instead use Mach Punch on their turn before they can use their Move.",,,,,,,,"Melee, 1 Target, Interrupt",Cool - 2d4 - Quick Set,
0,Vacuum Wave,Special,Fighting,At-Will,Ranged (6), Interrupt, 1 Target,,2,1d12+6,"If a foe wants to declare a Move, you may instead use Vacuum Wave on their turn before they can use their Move. *Grants: Aura",,,,,,,,"Ranged (6), 1 Target, Interrupt",Smart - 2d4 - Quick Set,
0,Ice Shard,Physical,Ice,At-Will,Ranged (10), Interrupt, 1 Target,,2,1d12+6,"If a foe wants to declare a Move, you may instead use Ice Shard on their turn before they can use their Move.",,,,,,,,"Ranged (10), 1 Target, Interrupt",Beauty - 2d4 - Quick Set,
0,Fake Out,Physical,Normal,Battle,Melee, Interrupt, 1 Target,,2,1d12+6,"You may only use Fake Out at the beginning of an encounter, as an Interrupt. Fake Out Flinches the target.",,,,0,,Flinches,,"Melee, 1 Target, Interrupt",Cute - 2d4 - Round Starter,
0,Feint,Physical,Normal,Center,Melee, Interrupt, 1 Target,,2,1d10+4,"Feint may only Interrupt Intercepts. If used as an Interrupt, the target flips a coin, if they win the flip, they may retain the use of their Intercept for the encounter as if they did not use it during the encounter. If the target loses the flip, they use up their Intercept. Feint ignores all Intercept effects, dealing damage as if the Intercept was not used.",,,,,,,,"Melee, 1 Target, Interrupt",Beauty - None - Inverse Appeal,
0,Me First,Effect,Normal,Center,Self, Interrupt, 1 Target,,0,-,"If the target declares a Move that has a Damage Dice Roll and Me First’s user has a higher Speed stat then the target, you may Interrupt with Me First. Me First will use the same Move the target was about to use on that target.",,,,,,,,"Self, 1 Target, Interrupt",Cute - 2d4 - Quick Set,
0,Quick Attack,Physical,Normal,At-Will,Melee, Interrupt, 1 Target,,2,1d12+6,"If a foe wants to declare a Move, you may instead use Quick Attack on their turn before they can use their Move.",,,,,,,,"Melee, 1 Target, Interrupt",Cool - 2d4 - Quick Set,
0,Bullet Punch,Physical,Steel,At-Will,Melee, Interrupt, 1 Target,,2,1d12+6,"AIf a foe wants to declare a Move, you may instead use Bullet Punch on their turn before they can use their Move.",,,,,,,,"Melee, 1 Target, Interrupt",Smart - 2d4 - Quick Set,
0,Aqua Jet,Physical,Water,At-Will,Melee, Interrupt, 1 Target,,2,1d12+6,"If a foe wants to declare a Move, you may instead use Aqua Jet on their turn before they can use their Move.",,,,,,,,"Melee, 1 Target, Interrupt",Beauty - 2d4 - Quick Set,
0,Quash,Effect,Dark,Battle,Ranged (10), Intercept, 1 Target,,2,-,"Quash will not affect a Legal Target if it has already acted that round. Quash causes the target to act as if their Speed is 0, meaning their action is last for that turn.",,,,,,,,"Ranged (10), 1 Target, Intercept",Smart - 2d4 - Quick Set,
0,Snatch,Effect,Dark,Battle,Ranged (10), Intercept, 1 Target,,0,-,"If the target is gaining a Combat Stage, you may use Snatch. The user gains the same Combat Stages the target does. Then, the target loses all Combat Stages they gained that turn. If the target is using a No Damage - Self Move, you may use Snatch. You use the No Damage - Self Move and the target does not.",,,,,,,,"Ranged (10), 1 Target, Intercept",Smart - None - Attention Grabber,
0,Counter,Effect,Fighting,Battle,Ranged 25, Intercept, 1 Target,,0,-,"If the user is being hit by a Move that consults Attack for damage, you may use Counter. If the user survives the hit, the target is dealt damage equal to twice the amount of damage the user received. Do not apply weakness, resistance or immunity. Do not apply stats.",,,,,,,,"Ranged 25, 1 Target, Intercept",Tough - 2d4 - Final Appeal,
0,Detect,Effect,Fighting,Center,Self, Intercept, No Target,,0,-,"If the user is hit by a Move, instead you are not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects. *Grants: Aura",,,,,,,,"Self, No Target, Intercept",Cool - None - Inversed Appeal,
0,Quick Guard,Effect,Fighting,Center,Self, Intercept, 1 Target,,0,-,"Quick Guard prevents the user and allies from being targeted by Moves used as an Interrupt or Intercept for one round. For that round Interrupt or Intercept attacks can only target you, or other allies using Quick Guard.",,,,,,,,"Self, 1 Target, Intercept",Cool - None - Inversed Appeal,
0,Destiny Bond,Effect,Ghost,Center,Ranged (20), Intercept, 1 Target,,0,-,"When the user faints after taking damage from a Move, you may use Destiny Bond as an Intercept to target the Pokemon who lowered the user to 0 HP or less. Roll 1d20, on a roll of 6 or better the target is set to 0 HP.",,,,,,,,"Ranged (20), 1 Target, Intercept",Smart - None - Big Show,
0,Grudge,Effect,Ghost,Center,Ranged (20), Intercept, 1 Target,,0,-,"When the user faints, you may use Grudge as an Intercept. The Move that caused the user to drop to 0 HP or less has its Frequency changed to Center for 1 hour.",,,,,,,,"Ranged (20), 1 Target, Intercept",Tough - 2d4 - Unsettling,
0,Bide,Effect,Normal,Battle,Ranged (15), Intercept, 1 Target,,0,-,"You may use Bide as an Intercept upon being targeted by a Move. After declaring the use of Bide, the user ends their turn. At the start of their next turn, end their turn. On the turn after that, add up all of the damage the user has taken in the past 2 turns, call that total X. Bide’s Target loses HP equal to twice the value of X. Do not apply weakness or resistance to the HP lost as a result of Bide. Do not apply stats to the HP lost as a result of Bide. Bide cannot miss.",,,,,,,,"Ranged (15), 1 Target, Intercept",Tough - 2d4 - Final Appeal,
0,Endure,Effect,Normal,Center,Self, Intercept, No Target,,0,-,"If the user is being hit by a damaging Move, you may use Endure. If the Move would bring Endure’s user down to 0 HP or less, Endure’s user instead is set to 1 HP.",,,,,,,,"Self, No Target, Intercept",Tough - 2d4 - Hold That Thought,
0,Follow Me,Effect,Normal,Center,Self, Intercept, No Target,,0,-,All Foes may only target the user when using a Move until the user is knocked out or switched out. This Effect lasts for one round of combat.,,,,,,,,"Self, No Target, Intercept",Cute - 2d4 - Scrambler,
0,Protect,Effect,Normal,Center,Self, Intercept, No Target,,0,-,"If the user is hit by a Move, instead you are not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects.",,,,,,,,"Self, No Target, Intercept",Cute - None - Inversed Appeal,
0,Ally Switch,Effect,Psychic,Battle,Self, Intercept, 1 Target,,0,-,"Choose one willing ally, shift the user’s position to the ally’s position and shift the ally’s position to the user’s position, trading places. If the ally was a target of a Move, the user is now the target. If the user was a target of a Move, the ally is now the target.",,,,,,,,"Self, 1 Target, Intercept",Cool - 2d4 - Scrambler,
0,Healing Wish,Effect,Psychic,Center,Ranged (10), Intercept, 1 Target,,0,-,"If the user’s HP is lowered to 0 or less, you may use Healing Wish as an Intercept. The target is treated as if it had been healed at a Pokemon Center. Healing Wish may target a pokemon in a Poke Ball as long as they immediately join the encounter or are sent out. If the target knows Healing Wish, the user’s Healing Wish does not restore its Center Frequency.",,,,,,,,"Ranged (10), 1 Target, Intercept",Cute - None - Torrential Appeal,
0,Magic Coat,Effect,Psychic,Center,Ranged (4), Intercept, 1 Target,,0,-,"If the user is about to get a hit by a Move that does not have a Damage Dice Roll, they may use Magic Coat as an Intercept. The Intercepted Move’s user is treated as if they were the target of their own Move.",,,,,,,,"Ranged (4), 1 Target, Intercept",Beauty - 2d4 - Final Appeal,
0,Mirror Coat,Effect,Psychic,Battle,Ranged (20), Intercept, 1 Target,,0,-,"If the user is being hit by a Move that consults Special Attack for damage, you may use Mirror Coat. If the user survives the hit, the target is dealt damage equal to twice the amount of damage the user received. Do not apply weakness, resistance or immunity. Do not apply stats.",,,,,,,,"Ranged (20), 1 Target, Intercept",Beauty - 2d4 - Final Appeal,
0,Teleport,Effect,Psychic,Battle,Self, Intercept, No Target,,0,-,"Teleport can be used as an Intercept at any time. If used as an Intercept, roll 1d20 and if you don’t roll 7 or higher, Teleport fails to activate. The user can shift 1d10+10 meters. They can move through blocking terrain and hindering terrain as if it is regular terrain. Moves that targeted Teleport’s user continues through the desired target’s space if the Move allows for it. If Teleport fails when used as an Intercept, treat it as if you did not use it for purposes of Frequency.",,,,,,,,"Self, No Target, Intercept",Cool - 2d4 - Quick Set,
0,Wide Guard,Effect,Rock,Center,Self, Intercept, No Target,,0,-,"If a foe uses Move that hits multiple targets and Wide Guard’s user is one of the targets you may use Wide Guard as an Interrupt. If a Move would hit the user and one of the user’s allies, the Move only hits Wide Guard’s user. If the user is hit by a Move this way, the user does not take any damage and is not affected by any other effects the Move has. This Effect lasts for one turn.",,,,,,,,"Self, No Target, Intercept",Tough - None - Inversed Appeal,
0,Spikes,Effect,Ground,At-Will,Ranged (6), Hazard, No Target,,0,-,"Set 10 square meters of Spikes, all 10 meters must be adjacent with at least one other space of Spikes next to each other. Spikes cause all foes to lose 1/8th of their full HP when joining the encounter or getting sent out. If there are 2 Layers of Spikes, the foes lose 1/6th of their full HP. If there are 3 Layers of Spikes, the foes lose 1/4th of their full HP.",,,,,,,,"Ranged (6), No Target, Hazard",Smart - 2d4 - Hold That Thought,
0,Toxic Spikes,Effect,Poison,EOT,Field, Hazard, Target Area,,0,-,"Set 10 square meters of Toxic Spikes, all 10 meters must be adjacent with at least one other space of Toxic Spikes next to each other. Toxic Spikes Poisons a foe when joining the encounter or getting sent out. If there are 2 Layers of Toxic Spikes, it Deadly Poisons the foes instead.",,,,,,,,"Field, Target Area, Hazard",Smart - 2d4 - Hold That Thought,
0,Stealth Rock,Effect,Rock,Battle,Field, Hazard, No Target,,0,-,"Set 5 square meters of Stealth Rock, “Rocks.” All 5 Rocks must be adjacent with at least one other space of Rocks next to each other. If a foe moves within 10 meters of a space occupied by Rocks, move at most one Rock to the offender, then destory the Rock. When that happens, Stealth Rock causes a foe to lose 1/8th of their full HP. Stealth Rock is considered to be dealing damage. Apply Weakness and Resistance. Do not apply stats. A Pokemon who has been hit by a Stealth Rock Hazard cannot get hit by another in the same encounter until it is returned to a Poke Ball and then sent back out. *Grants: Materializer",,,,,,,,"Field, No Target, Hazard",Cool - 2d4 - Hold That Thought,
0,Secret Power,Special,Normal,EOT,Ranged (8), Environ, 1 Target,,2,3d8+10,Secret Power’s effect depends on Environ. Secret Power’s effect activates on 17-20 during Accuracy Check. *Grants: Sprouter,,,,,,,,"Ranged (8), 1 Target, Environ",Smart - 2d4 - Scrambler,
0,U-Turn,Physical,Bug,Battle,Melee, Dash, 1 Target,,2,3d8+10,"If U-Turn successfully hits its target, the user deals damage and then immediately is returned to its Poke Ball in the same turn. A New Pokemon may immediately be sent out.",,,,,,,,"Melee, 1 Target, Dash",Cute - None - Inversed Appeal,
0,X-Scissor,Physical,Bug,EOT,Melee, Dash, 1 Target,,2,3d10+12,-,,,,,,,,"Melee, 1 Target, Dash",Beauty - 2d4 - Round Starter,
0,Dragon Rush,Physical,Dragon,Battle,Melee, Dash, 1 Target,,4,4d12+16,"The target is Pushed 3-meters and it takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. Dragon Rush Flinches the target on 17-20 during Accuracy Check.",,,,17,,Flinches,,"Melee, 1 Target, Dash, Push",Cool - 2d4 - Round Ender,
0,Spark,Physical,Electric,EOT,Melee, Dash, 1 Target,,2,3d8+10,Spark Paralyzes the target on 15-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target, Dash",Cool - 3d4 - No Effect,
0,Volt Tackle,Physical,Electric,EOT,Melee, Dash, 1 Target,,2,5d12+18,"The target is pushed back 5-meters. The target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. Volt Tackle Paralyzes the target on 19-20 during Accuracy Check. After Volt Tackle deals damage, Recoil.",,,,,,,,"Melee, 1 Target, Dash, Push, Recoil 1/3",Cool - 2d4 - Seen Nothing Yet,
0,Wild Charge,Physical,Electric,EOT,Melee, Dash, 1 Target,,2,3d12+14,"After Wild Charge deals damage, Recoil.",,,,,,,,"Melee, 1 Target, Dash, Recoil 1/4",Tough - 3d4 - No Effect,
0,Close Combat,Physical,Fighting,Battle,Melee, Dash, 1 Target,,2,5d12+18,The user’s Defense is lowered 1 Combat Stage and the user’s Special Defense is lowered 1 Combat Stage.,,,,,,,,"Melee, 1 Target, Dash",Smart - 2d4 - Seen Nothing Yet,
0,Cross Chop,Physical,Fighting,Battle,Melee, Dash, 1 Target,,4,4d12+16,"Cross Chop is a Critical Hit on 16-20 during Accuracy Check. Cross Chop Pushes the target 1-meter. On Critical Hit, the target is Pushed 5-meters and the target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6.",,,,,,,,"Melee, 1 Target, Dash, Push",Cool - 2d4 - Round Ender,
0,Rolling Kick,Physical,Fighting,EOT,Melee, Dash, 1 Target,,4,2d10+8,Rolling Kick Flinches the target on 15-20 during Accuracy Check.,,,,15,,Flinches,,"Melee, 1 Target, Dash",Cool - 3d4 - No Effect,
0,Superpower,Physical,Fighting,Battle,Melee, Dash, 1 Target,,2,5d12+18,"Superpower lowers the user''s Attack and Defense by 1 Combat Stage each. The target is Pushed 6-meters and it takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6.",,,,,,,,"Melee, 1 Target, Dash, Push",Tough - 2d4 - Round Ender,
0,Flame Wheel,Physical,Fire,At-Will,Melee, Dash, 1 Target,,2,2d10+8,Flame Wheel Burns the target on 19-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target, Dash",Beauty - 2d4 - Reliable,
0,Flare Blitz,Physical,Fire,EOT,Melee, Dash, 1 Target,,2,5d12+18,"The target is pushed back 5-meters. The target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. Flare Blitz Burns the target on 19-20 during Accuracy Check. After Flare Blitz deals damage, Recoil.",,,,,,,,"Melee, 1 Target, Dash, Push, Recoil 1/3",Smart - 2d4 - Seen Nothing Yet,
0,Heat Crash,Physical,Fire,Battle,Melee, Dash, 1 Target,,2,See Effect,"If the user is in the same Weight Class as the target, use 1d10 for Damage Dice Roll; if the user is one Weight Class higher than the target, use 1d10+10; if the user is two Weight Classes higher than the target, use 2d12+12; if three classes, 3d10+14; if four classes, 5d10+16.",,,,,,,,"Melee, 1 Target, Dash, Weight Class",Tough - 2d4 - Incentives,
0,Brave Bird,Physical,Flying,EOT,Melee, Dash, 1 Target,,2,5d12+18,"The target is pushed back 5-meters. The target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. After Brave Bird deals damage, Recoil.",,,,,,,,"Melee, 1 Target, Dash, Push, Recoil 1/3",Cute - 2d4 - Round Ender,
0,Drill Peck,Physical,Flying,EOT,Melee, Dash, 1 Target,,2,3d10+12,-,,,,,,,,"Melee, 1 Target, Dash",Cool - 3d4 - No Effect,
0,Fly,Physical,Flying,EOT,Melee, Dash, 1 Target,,3,3d12+14,"Once you declare the use of Fly, the user is shifted 25-meters into the air and then the user’s turn ends. On your next turn, shift while in the air, lower the user back to the target’s level on the battlefield, then use Fly’s damage. For Pokemon users, the second turn is their Trainer’s Command Action, unless the Trainer is unconscious, in which case the Pokemon acts on its own, finishing Fly. *Grants: Sky +3",,,,,,,,"Melee, 1 Target, Dash",Smart - 1d4 - Special Attention,
0,Wood Hammer,Physical,Grass,EOT,Melee, Dash, 1 Target,,2,5d12+18,"The target is pushed back 5-meters. The target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. After Wood Hammer deals damage, Recoil.",,,,,,,,"Melee, 1 Target, Dash, Push, Recoil 1/3",Tough - 2d4 - Round Ender,
0,Dig,Physical,Ground,Battle,Melee, Dash, 1 Target,,2,3d10+12,"Once you declare the use of Dig, the user is moved underground and their turn ends. On the next turn, Dig’s user may shift, using their Overland or Burrow Speed then uses Dig’s damage. While underground, Dig’s user may not be the target of Moves. For Pokemon users, the second turn is their Trainer’s Command Action, unless the Trainer is unconscious, in which case the Pokemon acts on its own, finishing Dig. *Grants: Burrow +3",,,,,,,,"Melee, 1 Target, Dash",Smart - 1d4 - Special Attention,
0,Crush Claw,Physical,Normal,EOT,Melee, Dash, 1 Target,,3,3d10+12,Crush Claw lowers the target’s Defense 1 Combat Stage on 11-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target, Dash",Cool - 3d4 - No Effect,
0,Double-Edge,Physical,Normal,EOT,Melee, Dash, 1 Target,,2,5d12+18,"The target is pushed back 5-meters. The target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. After Double-Edge deals damage, Recoil.",,,,,,,,"Melee, 1 Target, Dash, Push, Recoil 1/3",Tough - None - Big Show,
0,Endeavor,Effect,Normal,Center,Melee, Dash, 1 Target,,2,-,The target’s HP is set to equal the user’s HP if the user’s current HP is less then the target’s current HP. If the user’s HP is equal to or greater than the target’s HP nothing happens.,,,,,,,,"Melee, 1 Target, Dash",Tough - 2d4 - Final Appeal,
0,Extremespeed,Physical,Normal,Battle,Melee, Dash, 1 Target,,2,3d10+12,"If a foe wants to declare a Move, you may instead use Extremespeed on their turn before they can use their Move. Extremespeed may not be Interrupted. After the user finishes the damage step of their turn, they may shift again.",,,,,,,,"Melee, 1 Target, Dash, Interrupt",Cool - 2d4 - Quick Set,
0,Giga Impact,Physical,Normal,Center,Melee, Dash, 1 Target,,4,7d10+28,"Giga Impact creates a 3-meter Burst around the target. On Miss, Giga Impact deals the user’s Attack instead to all possible targets.",,,,,,,,"Melee, 1 Target, Dash, Burst, Exhaust",Beauty - 2d4 - Seen Nothing Yet,
0,Headbutt,Physical,Normal,EOT,Melee, Dash, 1 Target,,2,3d8+10,Headbutt Flinches the target on 15-20 during Accuracy Check.,,,,15,,Flinches,,"Melee, 1 Target, Dash",Tough - 3d4 - No Effect,
0,Head Charge,Physical,Normal,EOT,Melee, Dash, 1 Target,,2,5d12+18,"The target is Pushed back 5-meters. The target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. After Head Charge deals damage, Recoil.",,,,,,,,"Melee, 1 Target, Dash, Push, Recoil 1/4",Tough - 3d4 - No Effect,
0,Horn Attack,Physical,Normal,At-Will,Melee, Dash, 1 Target,,2,3d8+10,-,,,,,,,,"Melee, 1 Target, Dash",Cool - 3d4 - No Effect,
0,Last Resort,Physical,Normal,Battle,Melee, Dash, 1 Target,,2,6d12+22,Last Resort can only be used after the user has performed 6 other different Moves during the same encounter.,,,,,,,,"Melee, 1 Target, Dash",Cute - 2d4 - Torrential Appeal,
0,Mega Kick,Physical,Normal,Center,Melee, Dash, 1 Target,,6,5d12+18,"The target is Pushed 6-meters. The target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6.",,,,,,,,"Melee, 1 Target, Dash, Push",Cool - 2d4 - Round Ender,
0,Rock Climb,Physical,Normal,Battle,Melee, Dash, 1 Target,,5,3d12+14,Rock Climb Confuses the target on 17-20 during Accuracy Checks.,,,,,,,,"Melee, 1 Target, Dash",Cool - 2d4 - Round Ender,
0,Skull Bash,Physical,Normal,Battle,Melee, Dash, 1 Target,,2,4d12+16,"Once you declare the use of Skull Bash, the user’s turn ends. On its next turn, the user may shift and use Skull Bash’s damage and effect. The target is Pushed 4-meters. The target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6.",,,,,,,,"Melee, 1 Target, Dash, Push",Tough - 1d4 - Special Attention,
0,Slam,Physical,Normal,EOT,Melee, Dash, 1 Target,,6,3d10+12,-,,,,,,,,"Melee, 1 Target, Dash",Tough - 3d4 - No Effect,
0,Stomp,Physical,Normal,EOT,Melee, Dash, 1 Target,,2,3d8+10,"Stomp Flinches the target on 15-20 during Accuracy Check. If the target is Small, Stomp deals an additional 1d10.",,,,15,,Flinches,,"Melee, 1 Target, Dash",Tough - 3d4 - No Effect,
0,Tackle,Physical,Normal,At-Will,Melee, Dash, 1 Target,,3,2d8+6,-,,,,,,,,"Melee, 1 Target, Dash",Tough - 3d4 - No Effect,
0,Take Down,Physical,Normal,EOT,Melee, Dash, 1 Target,,5,3d12+14,"After Take Down deals damage, Recoil.",,,,,,,,"Melee, 1 Target, Dash, Recoil 1/4",Tough - 3d4 - No Effect,
0,Zen Headbutt,Physical,Psychic,EOT,Melee, Dash, 1 Target,,4,3d10+12,Zen Headbutt Flinches the target on 15-20 during Accuracy Check.,,,,15,,Flinches,,"Melee, 1 Target, Dash",Beauty - 2d4 - Round Ender,
0,Head Smash,Physical,Rock,Battle,Melee, Dash, 1 Target,,5,7d10+28,"The target is pushed back 5-meters. The target takes an additional 1d6 if it is Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. After Head Smash deals damage, Recoil.",,,,,,,,"Melee, 1 Target, Dash, Push, Recoil 1/2",Tough - 2d4 - Seen Nothing Yet,
0,Iron Head,Physical,Steel,EOT,Melee, Dash, 1 Target,,2,3d10+12,Iron Head Flinches the target on 15-20 during Accuracy Check.,,,,15,,Flinches,,"Melee, 1 Target, Dash",Tough - 2d4 - Round Ender,
0,Meteor Mash,Physical,Steel,Battle,Melee, Dash, 1 Target,,4,4d12+16,Raise the user’s Attack 1 Combat Stage on 15-20 during Accuracy Check.,,,,,,,,"Melee, 1 Target, Dash, Spirit Surge",Cool - 2d4 - Round Ender,
0,Dive,Physical,Water,Battle,Melee, Dash, 1 Target,,2,3d10+12,"Once you declare the use of Dive, the user is moved underwater and their turn ends. On the next turn, Dive’s user may shift then use Dive’s damage. While underwater, Dive’s user may not be the target of Moves. There must be a body of water around the battlefield to use Dive. For Pokemon users, the second turn is their Trainer’s Command Action, unless the Trainer is unconscious, in which case the Pokemon acts on its own, finishing Dive. *Grants: Underwater +3; Eliminates: Sinker",,,,,,,,"Melee, 1 Target, Dash",Beauty - 1d4 - Special Attention,
0,Rage Powder,Effect,Bug,Center,Ranged (5), Column, No Target,,0,-,Rage Powder creates a Column 1 meter wide. All legal targets may only target the user when using a Move until the user is knocked out or switched out. This Effect lasts for one round of combat.,,,,,,,,"Ranged (5), No Target, Column, Intercept",Smart - 2d4 - Scrambler,
0,Signal Beam,Special,Bug,EOT,Ranged (8), Column, 1 Target,,2,3d10+12,Signal Beam creates a Column 1 meter wide. Signal Beam confuses the target and any Legal Targets on 19-20 during Accuracy Check.,,,,19,,,,"Ranged (8), 1 Target, Column",Beauty - None - Incentives,
0,Silver Wind,Special,Bug,Center,Ranged (15), Column, 1 Target,,2,2d10+8,"Silver Wind creates a Column that is 2-meters wide. If you rolled 11-20 during Accuracy Check for Silver Wind, the user has each of its stats raised 1 Combat Stage. If you rolled 16-20 on the Accuracy Roll, all allies in the Column also have each of their stats raised 1 Combat Stage and are not damaged by Silver Wind.",,,,16,,,,"Ranged (15), 1 Target, Column, Spirit Surge",Beauty - 2d4 - Incentives,
0,String Shot,Effect,Bug,At-Will,Ranged (6), Column, 1 Target,,3,-,"String Shot creates a Column 2-meters wide. All Legal Targets within the Column lower their Speed 1 Combat Stage. If a target is hit by String Shot 5 times within 5 rounds of combat, they are Trapped. If a target’s Speed Combat Stage has already been lowered 6 times, String Shot Traps them. *Grants: Threaded",,,,,,,,"Ranged (6), 1 Target, Column",Smart - 2d4 - Excitement,
0,Struggle Bug,Special,Bug,EOT,Ranged (3), Column, 1 Target,,2,1d10+4,Struggle Bug creates a Column 1 meter wide. Struggle Bug lowers all Legal Targets Special Attack 1 Combat Stage.,,,,,,,,"Ranged (3), 1 Target, Column",Smart - 2d4 - Excitement,
0,Dragonbreath,Special,Dragon,EOT,Ranged (3), Column, 1 Target,,2,2d10+8,Dragonbreath creates a Column 1 meter wide. Dragonbreath Paralyzes all Legal Targets on 15-20 during Accuracy Check.,,,,,,,,"Ranged (3), 1 Target, Column",Cool - 2d4 - Round Starter,
0,Charge Beam,Special,Electric,Battle,Ranged (5), Column, 1 Target,,3,2d8+6,Charge Beam creates a Column 1 meter wide. Charge Beam raises the user’s Special Attack 1 Combat Stage on 11-20 during Accuracy Check.,,,,,,,,"Ranged (5), 1 Target, Column, Spirit Surge",Beauty - 2d4 - Round Starter,
0,Electroweb,Special,Electric,EOT,Ranged (4), Column, 1 Target,,3,2d10+8,Electroweb creates a Column 2-meters wide. All Legal Targets are lowered 1 Speed Combat Stage. *Grants: Threaded,,,,,,,,"Ranged (4), 1 Target, Column",Smart - 2d4 - Hold That Thought,
0,Shock Wave,Special,Electric,EOT,Ranged (2), Column, 1 Target,,0,2d10+8,Shock Wave creates a Column 2-meters wide. Shock Wave cannot miss. *Grants: Zapper,,,,,,,,"Ranged (2), 1 Target, Column",Cool - 2d4 - Round Starter,
0,Thunderbolt,Special,Electric,Battle,Ranged (7), Column, 1 Target,,2,4d12+16,Thunderbolt creates a Column 1 meter wide. Thunderbolt Paralyzes all Legal Targets on 19-20 during Accuracy Check. *Grants: Zapper,,,,,,,,"Ranged (7), 1 Target, Column",Cool - 2d4 - Round Starter,
0,Flamethrower,Special,Fire,Battle,Ranged (4), Column, 1 Target,,2,4d12+16,Flamethrower creates a Column 1 meter wide. Flamethrower Burns the target on 19-20 during Accuracy Check. *Grants: Firestarter,,,,,,,,"Ranged (4), 1 Target, Column",Beauty - 2d4 - Round Starter,
0,Fusion Flare,Special,Fire,Center,Ranged (10), Column, 1 Target,,2,4d12+16,"Fusion Flare creates a 4-meter Column. If an opponent in this, or the last, round of the encounter used Fusion Bolt, Fusion Flare deals an additional 8d12 in Damage Dice Roll.",,,,,,,,"Ranged (10), 1 Target, Column",Beauty - 2d4 - Seen Nothing Yet,
0,Aeroblast,Special,Flying,Center,Ranged (20), Column, 1 Target,,3,4d12+16,Aeroblast creates a Column 2-meters wide. Aeroblast is a Critical Hit on 11-20 during Accuracy Check.,,,,,,,,"Ranged (20), 1 Target, Column",Cool - 2d4 - Seen Nothing Yet,
0,Chatter,Special,Flying,EOT,Ranged (4), Column, 1 Target,,2,2d10+8,Chatter creates a Column 1 meter wide. Chatter Confuses all Legal Targets.,,,,,,,,"Ranged (4), 1 Target, Column",Smart - 1d4 - Catching Up,
